# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "RNA_seq_workflow/annotation/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.60.chr.gff3" "-o" "RNA_seq_workflow/output/4_final_counts/gene_counts.txt" "-t" "gene" "-g" "gene_id" "-p" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam
HORVU.MOREX.r3.2HG0171020	2H	495224018	495224795	+	778	4	6	20	12	8	2	2	6
HORVU.MOREX.r3.2HG0171030	2H	495290206	495290643	+	438	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171070	2H	495297018	495297431	+	414	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171080	2H	495851433	495852140	-	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171090	2H	495911102	495911746	+	645	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171100	2H	495915461	495918284	+	2824	5623	4154	5432	4621	4162	4406	5779	5931
HORVU.MOREX.r3.2HG0171130	2H	496158327	496160187	-	1861	335	262	188	285	307	313	163	290
HORVU.MOREX.r3.2HG0171160	2H	496445620	496446324	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171170	2H	496507143	496508468	-	1326	446	291	252	332	362	279	274	355
HORVU.MOREX.r3.2HG0171180	2H	496508872	496512591	-	3720	207	304	611	146	381	298	228	189
HORVU.MOREX.r3.2HG0171210	2H	496575522	496575887	+	366	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171220	2H	496880525	496882872	-	2348	209	144	134	144	145	247	139	203
HORVU.MOREX.r3.2HG0171260	2H	496893077	496893481	+	405	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171270	2H	496895066	496897456	+	2391	0	1	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171300	2H	497054549	497056821	-	2273	239	189	176	216	131	220	135	217
HORVU.MOREX.r3.2HG0171340	2H	498307414	498308586	-	1173	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171420	2H	498515094	498515783	-	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171440	2H	498931627	498934686	+	3060	1001	938	801	772	792	759	824	1023
HORVU.MOREX.r3.2HG0171450	2H	498939434	498940740	-	1307	0	0	0	0	0	0	1	0
HORVU.MOREX.r3.2HG0171480	2H	499076108	499078193	+	2086	5	4	0	0	0	4	2	2
HORVU.MOREX.r3.2HG0171490	2H	499079137	499082002	-	2866	48	28	34	16	32	51	26	30
HORVU.MOREX.r3.2HG0171500	2H	499117481	499120479	+	2999	225	193	216	182	157	150	157	210
HORVU.MOREX.r3.2HG0171520	2H	499124361	499125068	-	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171550	2H	499146180	499151572	-	5393	121	36	36	73	60	40	76	70
HORVU.MOREX.r3.2HG0171580	2H	499295260	499296648	-	1389	70	42	66	59	35	44	85	55
HORVU.MOREX.r3.2HG0171590	2H	499376821	499380371	+	3551	1587	1381	897	957	906	1868	1065	1460
HORVU.MOREX.r3.2HG0171600	2H	499402252	499404093	-	1842	4	2	0	2	1	0	0	2
HORVU.MOREX.r3.2HG0171610	2H	499538159	499539876	+	1718	531	321	493	364	306	379	345	381
HORVU.MOREX.r3.2HG0171620	2H	499727144	499727938	+	795	7	11	3	12	6	12	4	8
HORVU.MOREX.r3.2HG0171630	2H	499729831	499731034	+	1204	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171650	2H	499776425	499781367	+	4943	0	3	2	0	7	3	2	4
HORVU.MOREX.r3.2HG0171670	2H	500104082	500104786	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171680	2H	500329263	500333786	+	4524	854	1309	1493	792	1292	1855	1350	1351
HORVU.MOREX.r3.2HG0171690	2H	500392360	500393067	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171720	2H	500836043	500838712	-	2670	0	1	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171730	2H	500969231	500972368	+	3138	375	228	326	294	203	354	342	349
HORVU.MOREX.r3.2HG0171740	2H	500973074	500974330	+	1257	672	853	948	904	742	670	926	976
HORVU.MOREX.r3.2HG0171750	2H	500990292	500992488	+	2197	8	12	6	8	9	4	8	4
HORVU.MOREX.r3.2HG0171780	2H	501020847	501021887	-	1041	3	3	0	0	10	2	2	6
HORVU.MOREX.r3.2HG0171790	2H	501041233	501042827	+	1595	63	50	67	89	70	47	88	90
HORVU.MOREX.r3.2HG0171810	2H	501043527	501044486	-	960	194	136	176	105	164	196	154	192
HORVU.MOREX.r3.2HG0171820	2H	501231638	501232363	+	726	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0171890	2H	501809567	501810916	+	1350	369	246	428	342	303	275	297	358
HORVU.MOREX.r3.2HG0171900	2H	501922224	501923669	+	1446	11	4	14	6	6	2	7	10
HORVU.MOREX.r3.2HG0171910	2H	501923988	501926264	-	2277	2456	1770	2434	2406	1812	1998	2159	2251
HORVU.MOREX.r3.2HG0171920	2H	501927063	501929952	-	2890	32	22	20	26	20	21	13	31
HORVU.MOREX.r3.2HG0171930	2H	502126126	502130477	+	4352	185	137	99	93	137	162	135	159
HORVU.MOREX.r3.2HG0171980	2H	502187784	502190042	+	2259	180	173	116	121	153	164	114	159
HORVU.MOREX.r3.2HG0171990	2H	502191122	502196060	-	4939	693	552	481	420	491	603	486	509
HORVU.MOREX.r3.2HG0172010	2H	502431171	502435758	-	4588	622	602	440	522	446	484	353	496
HORVU.MOREX.r3.2HG0172020	2H	502462746	502463406	+	661	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172030	2H	502541581	502542838	+	1258	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172050	2H	502654340	502658885	+	4546	4175	4249	2363	2727	3807	4411	3285	3962
HORVU.MOREX.r3.2HG0172080	2H	503065837	503066470	+	634	724	2129	282	628	1292	1197	619	797
HORVU.MOREX.r3.2HG0172110	2H	503273090	503275571	+	2482	1686	2518	2399	1723	2216	1690	1797	2170
HORVU.MOREX.r3.2HG0172120	2H	503276322	503277826	+	1505	256	121	121	151	106	108	191	137
HORVU.MOREX.r3.2HG0172130	2H	503349481	503352258	+	2778	684	466	386	616	598	445	462	590
HORVU.MOREX.r3.2HG0172140	2H	503352596	503353755	+	1160	47	39	34	31	54	21	29	39
HORVU.MOREX.r3.2HG0172180	2H	503774900	503776441	-	1542	612	1177	696	583	771	956	576	769
HORVU.MOREX.r3.2HG0172190	2H	503777123	503779815	+	2693	24	20	8	12	16	8	16	29
HORVU.MOREX.r3.2HG0172200	2H	503982810	503988835	+	6026	126	60	205	267	162	69	405	439
HORVU.MOREX.r3.2HG0172230	2H	504046343	504046555	-	213	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172280	2H	504144629	504146991	+	2363	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172290	2H	504172099	504172747	+	649	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172300	2H	504191429	504193083	+	1655	68	26	4	12	4	12	4	14
HORVU.MOREX.r3.2HG0172320	2H	504482927	504526320	+	43394	4337	3881	4416	4172	3241	3064	3994	4463
HORVU.MOREX.r3.2HG0172360	2H	504837566	504846885	+	9320	264	173	193	147	198	242	200	174
HORVU.MOREX.r3.2HG0172380	2H	504957846	504958341	-	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172390	2H	505002177	505002697	+	521	5	4	6	0	0	4	3	0
HORVU.MOREX.r3.2HG0172400	2H	505021697	505023553	+	1857	59	374	4	10	28	149	19	66
HORVU.MOREX.r3.2HG0172420	2H	505222802	505223716	-	915	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172430	2H	505429022	505449620	+	20599	1181	1023	1222	941	812	1102	1046	1102
HORVU.MOREX.r3.2HG0172450	2H	505488523	505489008	+	486	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172460	2H	505534752	505536010	+	1259	13	30	12	4	12	12	4	20
HORVU.MOREX.r3.2HG0172490	2H	505800682	505804552	-	3871	6475	4914	4997	4885	4914	6011	4209	5608
HORVU.MOREX.r3.2HG0172510	2H	505810281	505814439	+	4159	12854	9142	13488	10713	9117	10845	10517	12677
HORVU.MOREX.r3.2HG0172520	2H	505815666	505820009	-	4344	762	770	563	613	578	789	648	717
HORVU.MOREX.r3.2HG0172540	2H	506060824	506062007	-	1184	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172550	2H	506077098	506084315	+	7218	22	40	14	13	53	34	16	28
HORVU.MOREX.r3.2HG0172560	2H	506209997	506222676	+	12680	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172580	2H	506492378	506496946	+	4569	2	8	4	2	29	10	10	6
HORVU.MOREX.r3.2HG0172630	2H	506533171	506539426	+	6256	0	0	2	0	0	0	0	0
HORVU.MOREX.r3.2HG0172640	2H	506556789	506560472	-	3684	1041	1609	1378	1034	2150	1513	2183	3081
HORVU.MOREX.r3.2HG0172690	2H	506849811	506854268	+	4458	123	119	147	124	103	58	132	120
HORVU.MOREX.r3.2HG0172730	2H	506879546	506883384	-	3839	536	880	443	421	978	965	558	716
HORVU.MOREX.r3.2HG0172750	2H	506989903	506990754	-	852	141	271	203	112	318	258	292	374
HORVU.MOREX.r3.2HG0172760	2H	507016991	507022555	-	5565	2930	2948	4442	3096	3108	2903	2974	3522
HORVU.MOREX.r3.2HG0172770	2H	507023505	507030368	-	6864	1404	1325	879	874	1037	1420	1026	1107
HORVU.MOREX.r3.2HG0172780	2H	507210851	507211540	+	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172790	2H	507277580	507278659	+	1080	2358	8887	9850	6417	5194	6639	3767	4258
HORVU.MOREX.r3.2HG0172800	2H	507450197	507450871	+	675	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172810	2H	507472306	507473889	+	1584	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172820	2H	507524292	507524585	+	294	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172870	2H	507548065	507549570	-	1506	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172880	2H	507769196	507770729	+	1534	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172900	2H	508009929	508012679	-	2751	444	376	281	367	332	390	296	384
HORVU.MOREX.r3.2HG0172940	2H	508426735	508430849	-	4115	874	1401	1231	1118	1124	1329	1073	1504
HORVU.MOREX.r3.2HG0172980	2H	508601851	508602345	+	495	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0172990	2H	508602510	508608623	-	6114	5805	7402	3338	4004	6224	7183	3787	5265
HORVU.MOREX.r3.2HG0173040	2H	508979196	508983689	+	4494	3050	3844	4270	3687	2909	3286	3933	4238
HORVU.MOREX.r3.2HG0173050	2H	508984278	508986649	+	2372	0	0	2	0	2	0	0	0
HORVU.MOREX.r3.2HG0173060	2H	509047272	509049013	+	1742	2	0	0	0	2	4	0	0
HORVU.MOREX.r3.2HG0173080	2H	509145951	509150056	+	4106	24	31	8	20	46	28	25	28
HORVU.MOREX.r3.2HG0173090	2H	509193071	509196572	+	3502	171	734	482	181	532	737	445	462
HORVU.MOREX.r3.2HG0173100	2H	509295474	509297178	-	1705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173120	2H	509462127	509465054	+	2928	1355	2492	801	1204	1520	2096	889	1302
HORVU.MOREX.r3.2HG0173160	2H	509647123	509649523	+	2401	0	6	0	0	6	4	4	0
HORVU.MOREX.r3.2HG0173170	2H	509650661	509651954	-	1294	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173180	2H	509652593	509654458	-	1866	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173190	2H	509824121	509830412	-	6292	0	0	0	0	0	0	0	4
HORVU.MOREX.r3.2HG0173200	2H	510337763	510338808	+	1046	657	650	1599	889	775	582	938	986
HORVU.MOREX.r3.2HG0173210	2H	510338261	510343954	-	5694	95	88	65	46	102	125	106	115
HORVU.MOREX.r3.2HG0173220	2H	510550027	510552028	+	2002	83513	156218	386318	122466	164508	191891	181058	189006
HORVU.MOREX.r3.2HG0173230	2H	510552867	510555479	-	2613	148	154	190	136	132	124	147	144
HORVU.MOREX.r3.2HG0173240	2H	510556553	510561523	-	4971	360	261	227	223	230	291	209	285
HORVU.MOREX.r3.2HG0173270	2H	510718361	510722832	-	4472	394	349	329	231	212	504	272	435
HORVU.MOREX.r3.2HG0173290	2H	510970091	510977509	+	7419	1232	1542	2494	1324	1218	1649	1772	1552
HORVU.MOREX.r3.2HG0173330	2H	511488131	511489960	+	1830	70	25	34	73	25	24	17	30
HORVU.MOREX.r3.2HG0173340	2H	511491791	511493405	-	1615	25	8	14	13	6	16	10	11
HORVU.MOREX.r3.2HG0173350	2H	511502899	511508759	+	5861	319	307	179	150	169	345	267	272
HORVU.MOREX.r3.2HG0173360	2H	511647545	511649819	+	2275	51	74	75	46	34	116	52	53
HORVU.MOREX.r3.2HG0173380	2H	511823822	511825869	+	2048	16	16	41	33	18	25	11	47
HORVU.MOREX.r3.2HG0173390	2H	511925256	511926597	+	1342	174	142	133	130	146	174	93	137
HORVU.MOREX.r3.2HG0173400	2H	511935459	511936768	+	1310	122	66	148	141	59	85	108	106
HORVU.MOREX.r3.2HG0173410	2H	512087838	512090649	+	2812	1	2	2	1	2	0	2	0
HORVU.MOREX.r3.2HG0173440	2H	512332014	512347171	+	15158	681	719	940	593	539	584	836	698
HORVU.MOREX.r3.2HG0173480	2H	512704976	512708142	-	3167	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173500	2H	512858778	512859678	+	901	4	2	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173510	2H	512859992	512861482	-	1491	259	432	672	274	347	573	315	397
HORVU.MOREX.r3.2HG0173520	2H	513130615	513132757	-	2143	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173530	2H	513464890	513468342	+	3453	9803	6324	6427	7951	5722	7138	5744	7972
HORVU.MOREX.r3.2HG0173540	2H	513579834	513584280	-	4447	348	280	182	267	272	269	246	274
HORVU.MOREX.r3.2HG0173550	2H	513587874	513589103	-	1230	557	960	742	746	940	1264	611	895
HORVU.MOREX.r3.2HG0173560	2H	513612905	513613678	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173600	2H	513985255	513987841	-	2587	213	144	385	213	151	230	235	277
HORVU.MOREX.r3.2HG0173620	2H	514218727	514219878	+	1152	31	11	25	27	13	30	46	39
HORVU.MOREX.r3.2HG0173630	2H	514389093	514390633	+	1541	466	456	593	473	402	539	523	563
HORVU.MOREX.r3.2HG0173660	2H	514606595	514608424	+	1830	16	12	17	4	7	21	4	7
HORVU.MOREX.r3.2HG0173670	2H	514609200	514611334	-	2135	384	506	562	462	503	513	429	679
HORVU.MOREX.r3.2HG0173680	2H	514611752	514614947	-	3196	2302	3161	1198	1911	2869	2648	1787	2228
HORVU.MOREX.r3.2HG0173700	2H	514744611	514747368	+	2758	360	265	261	265	258	299	281	321
HORVU.MOREX.r3.2HG0173710	2H	514750086	514751977	-	1892	1277	1129	1298	1192	1158	1288	1175	1412
HORVU.MOREX.r3.2HG0173720	2H	514884459	514886953	-	2495	333	375	300	271	316	352	275	309
HORVU.MOREX.r3.2HG0173730	2H	514889280	514891607	-	2328	13	14	14	5	12	19	8	4
HORVU.MOREX.r3.2HG0173750	2H	515136512	515148727	-	12216	1029	1872	1302	950	1540	1539	1174	1353
HORVU.MOREX.r3.2HG0173800	2H	515464968	515465473	+	506	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173820	2H	515842171	515843101	-	931	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173850	2H	515869564	515872905	-	3342	0	0	0	0	0	0	0	4
HORVU.MOREX.r3.2HG0173870	2H	515940583	515940972	+	390	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173880	2H	516042501	516046685	+	4185	2514	2193	2096	2093	2194	2167	1924	2577
HORVU.MOREX.r3.2HG0173890	2H	516048600	516049553	+	954	16	8	12	18	6	11	20	16
HORVU.MOREX.r3.2HG0173930	2H	516365325	516367737	-	2413	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173950	2H	516646451	516651674	+	5224	642	536	496	536	492	564	517	622
HORVU.MOREX.r3.2HG0173960	2H	516652647	516654014	-	1368	1067	1053	1736	1512	1199	1352	1784	1686
HORVU.MOREX.r3.2HG0173970	2H	516951157	516951997	-	841	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173980	2H	517009634	517010659	-	1026	0	0	2	0	0	4	2	3
HORVU.MOREX.r3.2HG0173990	2H	517012677	517015500	+	2824	0	3	2	2	4	7	0	0
HORVU.MOREX.r3.2HG0174000	2H	517016000	517018314	-	2315	175	176	375	195	174	214	172	226
HORVU.MOREX.r3.2HG0174010	2H	517187993	517188913	+	921	2	0	3	7	3	0	0	0
HORVU.MOREX.r3.2HG0174020	2H	517220711	517221203	-	493	1	0	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0174030	2H	517412796	517423313	+	10518	160	123	143	92	101	128	106	146
HORVU.MOREX.r3.2HG0174050	2H	517424065	517425895	+	1831	248	182	230	229	138	202	158	175
HORVU.MOREX.r3.2HG0174060	2H	517426419	517427727	-	1309	6	6	6	0	2	2	0	4
HORVU.MOREX.r3.2HG0174080	2H	517440332	517440976	+	645	0	0	4	0	6	0	2	0
HORVU.MOREX.r3.2HG0174090	2H	517446495	517454089	-	7595	2571	2098	3966	2297	1965	2723	2756	2828
HORVU.MOREX.r3.2HG0174110	2H	517449549	517449779	-	231	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174120	2H	517675401	517677332	+	1932	1	0	4	1	3	1	0	3
HORVU.MOREX.r3.2HG0174140	2H	517694146	517698924	+	4779	3255	3476	4367	3135	2711	3386	4496	4563
HORVU.MOREX.r3.2HG0174160	2H	517707775	517717092	-	9318	531	463	449	300	304	618	408	414
HORVU.MOREX.r3.2HG0174170	2H	518033338	518033809	+	472	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174190	2H	518178074	518178781	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174210	2H	518237383	518237909	+	527	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174240	2H	518413644	518415389	-	1746	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174250	2H	518501814	518506087	-	4274	285	236	201	173	169	262	181	282
HORVU.MOREX.r3.2HG0174270	2H	518542864	518546706	-	3843	1932	1972	2456	1560	2032	2487	2305	2139
HORVU.MOREX.r3.2HG0174280	2H	518560723	518566767	-	6045	276	207	189	177	185	184	233	253
HORVU.MOREX.r3.2HG0174310	2H	518639606	518639962	-	357	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174320	2H	518887951	518894742	-	6792	2	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174340	2H	518985171	518985966	-	796	77	256	20	27	189	124	28	42
HORVU.MOREX.r3.2HG0174350	2H	519071366	519072651	-	1286	113	534	53	49	101	213	67	92
HORVU.MOREX.r3.2HG0174360	2H	519285119	519285616	-	498	12	11	8	6	15	9	5	15
HORVU.MOREX.r3.2HG0174390	2H	519351882	519352405	-	524	1	2	0	0	0	4	0	1
HORVU.MOREX.r3.2HG0174410	2H	519416173	519416728	-	556	540	830	216	362	436	660	192	343
HORVU.MOREX.r3.2HG0174420	2H	519515276	519515782	-	507	2	6	0	0	4	2	0	0
HORVU.MOREX.r3.2HG0174440	2H	519561685	519562017	-	333	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174470	2H	519577261	519577644	-	384	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174480	2H	519734034	519734366	-	333	8	31	4	2	5	43	0	19
HORVU.MOREX.r3.2HG0174500	2H	519744651	519745179	-	529	38	118	31	31	65	287	20	39
HORVU.MOREX.r3.2HG0174510	2H	519905687	519907737	+	2051	66	55	27	35	32	52	23	34
HORVU.MOREX.r3.2HG0174530	2H	519985176	519985671	+	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174550	2H	520468345	520471218	+	2874	172	94	135	133	81	118	87	104
HORVU.MOREX.r3.2HG0174560	2H	520585803	520588538	+	2736	1687	1130	1109	1382	1142	1403	1141	1336
HORVU.MOREX.r3.2HG0174570	2H	520588756	520593773	-	5018	848	580	668	681	632	700	609	908
HORVU.MOREX.r3.2HG0174600	2H	520614641	520615895	-	1255	0	0	0	4	0	0	0	0
HORVU.MOREX.r3.2HG0174610	2H	520763236	520763661	-	426	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174620	2H	520787546	520795977	-	8432	674	715	550	437	585	672	470	666
HORVU.MOREX.r3.2HG0174630	2H	521011497	521015284	+	3788	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174650	2H	521108428	521111539	-	3112	585	418	417	410	362	383	413	412
HORVU.MOREX.r3.2HG0174680	2H	521246269	521253325	-	7057	1400	1230	1276	846	896	1272	796	1079
HORVU.MOREX.r3.2HG0174700	2H	521637090	521642006	-	4917	2	8	0	2	0	2	0	0
HORVU.MOREX.r3.2HG0174740	2H	521811240	521812072	-	833	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174750	2H	521812362	521813308	-	947	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174760	2H	522072006	522076830	+	4825	0	0	0	0	4	0	0	0
HORVU.MOREX.r3.2HG0174770	2H	522146961	522157257	+	10297	740	569	678	500	415	598	622	596
HORVU.MOREX.r3.2HG0174810	2H	522215663	522218705	+	3043	6	10	0	8	6	12	2	8
HORVU.MOREX.r3.2HG0174820	2H	522219157	522220599	-	1443	1682	1561	1470	1207	1514	1772	1269	1762
HORVU.MOREX.r3.2HG0174840	2H	522222735	522223331	+	597	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174850	2H	522640876	522642402	+	1527	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174860	2H	522816139	522820015	+	3877	4	2	0	0	0	2	2	2
HORVU.MOREX.r3.2HG0174880	2H	523064362	523067237	+	2876	0	2	2	2	3	0	0	4
HORVU.MOREX.r3.2HG0174890	2H	523068208	523069031	-	824	4	0	0	0	2	4	0	2
HORVU.MOREX.r3.2HG0174920	2H	523675643	523676908	+	1266	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174930	2H	523699637	523703051	+	3415	532	326	334	299	304	381	275	388
HORVU.MOREX.r3.2HG0174980	2H	523869250	523877836	-	8587	11	0	6	2	2	2	3	2
HORVU.MOREX.r3.2HG0174990	2H	523914008	523919528	-	5521	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175000	2H	523926550	523927539	-	990	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175010	2H	524080257	524081249	-	993	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175020	2H	524087062	524096324	-	9263	38	48	12	18	128	53	69	54
HORVU.MOREX.r3.2HG0175040	2H	524279942	524281097	+	1156	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175070	2H	524283473	524285898	-	2426	200	149	207	188	129	186	199	250
HORVU.MOREX.r3.2HG0175090	2H	524572701	524573399	+	699	5	9	6	5	6	2	2	8
HORVU.MOREX.r3.2HG0175100	2H	524573902	524574540	+	639	3	4	2	2	6	10	4	4
HORVU.MOREX.r3.2HG0175110	2H	524728277	524729168	+	892	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175130	2H	524868268	524868885	+	618	0	0	1	0	0	0	2	0
HORVU.MOREX.r3.2HG0175150	2H	524871553	524872974	+	1422	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175170	2H	524959118	524961599	-	2482	245	212	314	230	128	241	144	204
HORVU.MOREX.r3.2HG0175180	2H	524983104	524984563	-	1460	100	64	47	75	83	60	55	69
HORVU.MOREX.r3.2HG0175210	2H	525110509	525113292	+	2784	538	350	363	429	315	349	350	358
HORVU.MOREX.r3.2HG0175220	2H	525114007	525120675	-	6669	5360	7917	2635	2715	7164	6768	4474	6202
HORVU.MOREX.r3.2HG0175290	2H	525437388	525441742	+	4355	506	237	224	221	177	346	264	260
HORVU.MOREX.r3.2HG0175320	2H	525473853	525478144	+	4292	905	535	729	603	497	674	633	675
HORVU.MOREX.r3.2HG0175340	2H	525491741	525492398	-	658	0	0	2	0	0	0	0	0
HORVU.MOREX.r3.2HG0175350	2H	525496148	525500810	+	4663	11	10	2	4	7	6	6	2
HORVU.MOREX.r3.2HG0175380	2H	525762504	525767322	+	4819	16	20	6	14	8	12	8	18
HORVU.MOREX.r3.2HG0175420	2H	525832192	525835503	+	3312	1935	1678	1422	1508	2003	1782	1536	2219
HORVU.MOREX.r3.2HG0175440	2H	525958154	525963338	-	5185	3088	1917	2570	2393	1983	2553	2147	2783
HORVU.MOREX.r3.2HG0175450	2H	526156170	526156664	-	495	0	0	4	4	0	0	2	0
HORVU.MOREX.r3.2HG0175460	2H	526158965	526159835	+	871	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175510	2H	526240483	526241190	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175520	2H	526269375	526269944	-	570	0	0	0	2	0	2	0	7
HORVU.MOREX.r3.2HG0175530	2H	526271564	526273138	-	1575	44	65	25	21	39	64	31	46
HORVU.MOREX.r3.2HG0175540	2H	526381932	526387111	-	5180	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175550	2H	526641505	526645284	-	3780	4	4	3	2	2	5	0	4
HORVU.MOREX.r3.2HG0175560	2H	527009968	527014979	-	5012	368	313	94	178	219	389	199	317
HORVU.MOREX.r3.2HG0175570	2H	527189953	527193034	-	3082	24166	24733	19225	20003	22194	22198	18307	22925
HORVU.MOREX.r3.2HG0175580	2H	527625450	527630438	-	4989	2019	692	405	1503	86	1007	162	614
HORVU.MOREX.r3.2HG0175590	2H	527651744	527658119	+	6376	36	44	22	15	19	29	26	40
HORVU.MOREX.r3.2HG0175630	2H	527758414	527761562	-	3149	1284	1857	1634	1082	1468	1796	1331	1679
